,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,interest_rate,is_renter,state_grouped,log_transformed_annual_income,log_transformed_debit_to_income,months_since_last_delinq,inquiries_last_12m,months_since_90d_late,accounts_opened_24m,num_active_debit_accounts,total_debit_limit,num_mort_accounts,account_never_delinq_percent,public_record_bankrupt,interest_rate,square_months_since_last_delinq,never_late_payment,delinq_risk_category,log_total_debit_limit,log_num_active_debit_accounts,has_bankruptcy,loan_purpose,application_type,loan_amount,installment,interest_rate
7855,10.0,NJ,OWN,40000.0,Source Verified,22.56,5.31,0,NJ,10.596659732783579,3.159550358783386,119.0,0,129.0,4,1,45000,1,100.0,0,5.31,14161.0,1,Perfect,10.714439990727769,0.6931471805599453,0,other,individual,5000,150.56,5.31
7856,4.0,NY,RENT,90000.0,Source Verified,21.48,15.05,1,NY,11.407576060361786,3.1126260250254902,23.0,5,129.0,2,6,14400,0,69.2,0,15.05,529.0,1,High Risk,9.575052927597383,1.9459101490553132,0,debt_consolidation,individual,15000,520.35,15.05
7857,10.0,DC,MORTGAGE,152000.0,Verified,4.36,7.34,0,other,11.931642378754141,1.6789639750827108,119.0,1,129.0,2,2,65300,7,100.0,0,7.34,14161.0,1,Perfect,11.086762629082946,1.0986122886681098,0,debt_consolidation,joint,40000,798.49,7.34
7858,5.0,AZ,MORTGAGE,84000.0,Verified,27.49,9.93,0,other,11.338583982516495,3.3495531485098167,119.0,1,129.0,12,6,51400,4,100.0,0,9.93,14161.0,1,Perfect,10.847412906506923,1.9459101490553132,0,debt_consolidation,individual,30000,636.38,9.93
7859,9.0,CA,MORTGAGE,39000.0,Verified,21.2,25.82,0,CA,10.571342565808699,3.100092288878234,6.0,5,6.0,4,2,17300,2,96.0,1,25.82,36.0,0,Low Risk,9.758519582283522,1.0986122886681098,1,debt_consolidation,individual,20000,596.68,25.82
7860,3.0,MN,MORTGAGE,50000.0,Not Verified,6.48,7.34,0,other,10.819798284210286,2.012232791986386,119.0,5,129.0,7,2,8500,0,100.0,0,7.34,14161.0,1,Perfect,9.04793908261736,1.0986122886681098,0,debt_consolidation,individual,15000,465.5,7.34
7861,5.0,AZ,RENT,61000.0,Not Verified,14.69,5.31,1,other,11.0186455364637,2.753023566744941,43.0,2,129.0,3,5,18100,0,89.5,0,5.31,1849.0,1,Moderate Risk,9.803722464346553,1.791759469228055,0,debt_consolidation,individual,20000,602.21,5.31
7862,6.0,IL,RENT,34733.5,Source Verified,29.89,15.04,1,IL,10.455488708320628,3.43043250693049,119.0,1,129.0,3,3,22300,0,100.0,1,15.04,14161.0,1,Perfect,10.012386799492118,1.3862943611198906,1,debt_consolidation,individual,12000,285.74,15.04
7863,7.0,FL,MORTGAGE,120000.0,Not Verified,20.53,9.43,0,FL,11.695255355062795,3.0694473113762717,69.0,1,69.0,6,4,30000,7,94.9,0,9.43,4761.0,0,Moderate Risk,10.308985993422082,1.6094379124341003,0,debt_consolidation,individual,19000,608.01,9.43
7864,10.0,AL,MORTGAGE,120000.0,Source Verified,11.84,5.31,0,other,11.695255355062795,2.552565298261815,119.0,0,129.0,1,1,14800,4,100.0,0,5.31,14161.0,1,Perfect,9.60245002503719,0.6931471805599453,0,home_improvement,individual,8000,240.89,5.31
7865,2.0,NY,OWN,45000.0,Source Verified,19.47,10.41,0,NY,10.714439990727769,3.018960399673198,119.0,0,129.0,5,3,7500,0,100.0,0,10.41,14161.0,1,Perfect,8.922791623969637,1.3862943611198906,0,credit_card,individual,6500,211.0,10.41
7866,1.0,NY,MORTGAGE,65000.0,Not Verified,21.51,18.06,0,NY,11.082157933374816,3.113959654918641,119.0,9,129.0,6,5,21800,1,100.0,0,18.06,14161.0,1,Perfect,9.989711119284745,1.791759469228055,0,debt_consolidation,individual,30000,1085.48,18.06
7867,0.0,MO,OWN,15600.0,Not Verified,10.92,14.08,0,other,9.65509029374725,2.4782176616372036,119.0,0,129.0,2,3,4000,0,92.9,0,14.08,14161.0,1,Moderate Risk,8.294299608857235,1.3862943611198906,0,debt_consolidation,individual,5000,171.09,14.08
7868,4.0,CA,RENT,84000.0,Source Verified,4.9,10.41,1,CA,11.338583982516495,1.7749523509116738,77.0,2,77.0,4,5,13000,1,63.6,0,10.41,5929.0,0,High Risk,9.472781556562168,1.791759469228055,0,debt_consolidation,individual,12000,389.53,10.41
7869,0.0,OH,RENT,34000.0,Not Verified,20.9,15.04,1,OH,10.434145214930487,3.086486636822455,119.0,4,129.0,2,3,28500,0,100.0,0,15.04,14161.0,1,Perfect,10.25769445336048,1.3862943611198906,0,other,individual,1200,41.63,15.04
7870,0.0,NC,MORTGAGE,125000.0,Verified,23.98,7.97,0,other,11.736077016252437,3.2180755046974316,12.0,0,129.0,3,5,88700,2,85.7,0,7.97,144.0,1,Moderate Risk,11.39302644219128,1.791759469228055,0,debt_consolidation,individual,36475,1142.49,7.97
7871,3.0,MA,RENT,60000.0,Not Verified,23.7,25.81,1,other,11.002116507732017,3.2068032436339315,119.0,2,129.0,2,2,7200,0,100.0,0,25.81,14161.0,1,Perfect,8.881975184248867,1.0986122886681098,0,other,individual,20000,596.57,25.81
7872,10.0,GA,MORTGAGE,115000.0,Verified,38.28,13.59,0,GA,11.652696102959753,3.670715483486265,119.0,0,129.0,2,5,116500,3,100.0,0,13.59,14161.0,1,Perfect,11.665655135642039,1.791759469228055,0,debt_consolidation,individual,40000,922.25,13.59
7873,10.0,IL,MORTGAGE,80000.0,Source Verified,29.18,21.85,0,IL,11.289794413577894,3.407179453339703,20.0,6,129.0,5,6,18900,3,94.9,1,21.85,400.0,1,Moderate Risk,9.846970109700957,1.9459101490553132,1,credit_card,individual,18000,495.61,21.85
7874,10.0,TN,MORTGAGE,75000.0,Not Verified,15.51,6.72,0,other,11.225256725762893,2.8039662579320366,56.0,3,56.0,3,3,45600,5,83.9,0,6.72,3136.0,0,Moderate Risk,10.727684925086583,1.3862943611198906,0,credit_card,individual,4000,123.0,6.72
7875,10.0,WA,MORTGAGE,72000.0,Verified,33.07,20.39,0,other,11.184435286790631,3.5284172316728752,41.0,4,129.0,9,5,47300,1,95.5,0,20.39,1681.0,1,Low Risk,10.764286715905591,1.791759469228055,0,debt_consolidation,individual,24000,641.08,20.39
7876,6.0,CA,MORTGAGE,65000.0,Source Verified,36.07,12.61,0,CA,11.082157933374816,3.612808017162641,15.0,0,129.0,4,1,9100,6,95.2,0,12.61,225.0,1,Low Risk,9.116139576577355,0.6931471805599453,0,debt_consolidation,joint,35000,1172.73,12.61
7877,5.0,TX,OWN,38000.0,Not Verified,6.38,9.92,0,TX,10.545367754151743,1.998773638612381,23.0,1,129.0,7,5,22000,0,82.4,0,9.92,529.0,1,Moderate Risk,9.99884318585288,1.791759469228055,0,debt_consolidation,individual,10000,322.3,9.92
7878,10.0,TX,RENT,140000.0,Not Verified,9.99,7.34,1,TX,11.849404844423074,2.39698576841553,78.0,2,129.0,4,3,53700,0,95.7,0,7.34,6084.0,1,Low Risk,10.891186902297498,1.3862943611198906,0,debt_consolidation,joint,25000,499.06,7.34
7879,10.0,FL,MORTGAGE,60000.0,Source Verified,24.7,7.34,0,FL,11.002116507732017,3.246490991901174,9.0,7,129.0,8,6,51500,1,96.3,1,7.34,81.0,1,Low Risk,10.849356503939038,1.9459101490553132,1,other,individual,12500,387.91,7.34
7880,6.0,CA,RENT,57000.0,Verified,22.23,9.44,1,CA,10.950824090522445,3.145444546782318,23.0,0,129.0,3,1,4600,0,90.0,0,9.44,529.0,1,Moderate Risk,8.434028950155469,0.6931471805599453,0,other,individual,2800,89.62,9.44
7881,10.0,CT,MORTGAGE,73000.0,Source Verified,32.25,16.02,0,other,11.19822841866684,3.5040547671018634,119.0,2,129.0,6,11,49300,0,100.0,1,16.02,14161.0,1,Perfect,10.805699643800724,2.4849066497880004,1,debt_consolidation,individual,20000,486.58,16.02
7882,9.0,NE,MORTGAGE,50000.0,Not Verified,33.17,9.92,0,other,10.819798284210286,3.5313480661272005,119.0,1,129.0,1,4,32800,1,100.0,0,9.92,14161.0,1,Perfect,10.39821428171237,1.6094379124341003,0,debt_consolidation,joint,22400,475.06,9.92
7883,1.0,CT,OWN,200000.0,Source Verified,14.33,9.92,0,other,12.206077645517674,2.7298116928837226,11.0,0,129.0,6,5,48700,2,97.2,0,9.92,121.0,1,Low Risk,10.793454842740767,1.791759469228055,0,credit_card,individual,40000,1289.19,9.92
7884,8.0,FL,OWN,28100.0,Verified,23.15,13.59,0,FL,10.243560441877241,3.184284380098582,119.0,0,129.0,2,4,6600,0,100.0,0,13.59,14161.0,1,Perfect,8.79497643168877,1.6094379124341003,0,debt_consolidation,individual,12600,428.14,13.59
7885,1.0,CT,RENT,40000.0,Verified,19.68,17.09,1,other,10.596659732783579,3.0291670496402285,119.0,0,129.0,7,3,16200,0,100.0,1,17.09,14161.0,1,Perfect,9.692828247710418,1.3862943611198906,1,debt_consolidation,individual,10000,249.01,17.09
7886,3.0,FL,MORTGAGE,126000.0,Source Verified,7.33,14.08,0,FL,11.744045122410057,2.1198634561787513,119.0,5,129.0,6,7,36100,1,100.0,0,14.08,14161.0,1,Perfect,10.494075844768336,2.0794415416798357,0,credit_card,individual,20000,466.2,14.08
7887,10.0,AZ,MORTGAGE,15000.0,Source Verified,15.68,18.06,0,other,9.61587214452889,2.8142103969306005,119.0,11,129.0,6,1,13000,5,100.0,1,18.06,14161.0,1,Perfect,9.472781556562168,0.6931471805599453,1,debt_consolidation,joint,20000,508.53,18.06
7888,6.0,CT,RENT,18000.0,Verified,58.53,17.09,1,other,9.798182590890704,4.086480387165299,9.0,0,129.0,1,2,11300,0,84.6,0,17.09,81.0,1,Moderate Risk,9.332646496360152,1.0986122886681098,0,debt_consolidation,joint,20000,713.96,17.09
7889,10.0,NJ,RENT,54000.0,Source Verified,28.16,21.45,1,NJ,10.896757843893464,3.3727979071404572,40.0,1,43.0,5,5,11300,0,76.9,0,21.45,1600.0,0,High Risk,9.332646496360152,1.791759469228055,0,debt_consolidation,joint,35500,1345.69,21.45
7890,10.0,TX,MORTGAGE,100000.0,Source Verified,21.98,18.06,0,TX,11.51293546492023,3.1346242724206097,55.0,8,129.0,6,2,16700,1,93.1,0,18.06,3025.0,1,Moderate Risk,9.723223876851618,1.0986122886681098,0,home_improvement,joint,12000,305.12,18.06
7891,1.0,TX,MORTGAGE,100000.0,Source Verified,21.13,14.08,0,TX,11.51293546492023,3.0969341540629585,17.0,0,129.0,0,3,10500,1,94.1,0,14.08,289.0,1,Moderate Risk,9.259225769705994,1.3862943611198906,0,debt_consolidation,individual,35000,815.85,14.08
7892,0.0,CA,RENT,94000.0,Not Verified,6.56,5.31,1,CA,11.451060699493427,2.0228711901914416,22.0,0,129.0,2,6,12000,0,84.2,0,5.31,484.0,1,Moderate Risk,9.392745258631441,1.9459101490553132,0,credit_card,individual,18000,541.99,5.31
7893,8.0,AK,RENT,35000.0,Not Verified,35.91,17.09,1,other,10.463131911491967,3.608482517041907,119.0,1,129.0,2,4,16500,0,100.0,0,17.09,14161.0,1,Perfect,9.711176264112805,1.6094379124341003,0,debt_consolidation,individual,10000,249.01,17.09
7894,4.0,MA,MORTGAGE,34000.0,Verified,23.01,10.42,0,other,10.434145214930487,3.178470410233162,34.0,1,34.0,3,3,18700,3,85.7,0,10.42,1156.0,0,Moderate Risk,9.83633227734872,1.3862943611198906,0,debt_consolidation,individual,6025,195.61,10.42
7895,9.0,WI,RENT,55000.0,Not Verified,35.36,5.31,1,other,10.915106645867503,3.5934692693092782,119.0,2,129.0,5,5,36700,2,100.0,1,5.31,14161.0,1,Perfect,10.510559281627845,1.791759469228055,1,credit_card,individual,15000,451.66,5.31
7896,10.0,MI,MORTGAGE,140000.0,Source Verified,10.29,15.05,0,other,11.849404844423074,2.4239173781615704,31.0,4,31.0,7,4,16700,2,85.7,0,15.05,961.0,0,Moderate Risk,9.723223876851618,1.6094379124341003,0,credit_card,individual,14000,333.43,15.05
7897,3.0,CA,RENT,40000.0,Verified,31.02,10.91,1,CA,10.596659732783579,3.4663607075685685,119.0,1,129.0,3,1,16300,0,100.0,0,10.91,14161.0,1,Perfect,9.69898173460629,0.6931471805599453,0,debt_consolidation,individual,6000,196.18,10.91
7898,10.0,TX,MORTGAGE,107611.0,Verified,30.51,9.44,0,TX,11.586287444655033,3.4503049557691834,35.0,3,43.0,3,7,80500,4,79.5,0,9.44,1225.0,0,High Risk,11.296024885689746,2.0794415416798357,0,debt_consolidation,joint,40000,838.91,9.44
7899,3.0,PA,MORTGAGE,46000.0,Not Verified,21.29,9.44,0,other,10.736418414365376,3.1041381473977774,40.0,2,52.0,7,3,9500,0,78.6,0,9.44,1600.0,0,High Risk,9.15915233520675,1.3862943611198906,0,debt_consolidation,individual,10000,320.05,9.44
7900,7.0,NY,OWN,115000.0,Verified,10.39,5.32,0,NY,11.652696102959753,2.432735777459091,119.0,0,129.0,1,4,67600,2,100.0,0,5.32,14161.0,1,Perfect,11.121378054821049,1.6094379124341003,0,credit_card,joint,40000,1204.6,5.32
7901,10.0,NJ,OWN,150000.0,Not Verified,9.25,7.35,0,NJ,11.918397239722838,2.327277705584417,13.0,0,129.0,3,6,80900,2,96.8,0,7.35,169.0,1,Low Risk,11.300981463909618,1.9459101490553132,0,debt_consolidation,individual,28000,559.07,7.35
7902,2.0,WI,RENT,57920.0,Not Verified,18.57,6.08,1,other,10.966835292103926,2.9739977814079848,119.0,1,129.0,4,2,21800,0,100.0,0,6.08,14161.0,1,Perfect,9.989711119284745,1.0986122886681098,0,debt_consolidation,individual,10450,318.29,6.08
7903,10.0,CO,RENT,40000.0,Not Verified,10.17,17.09,1,other,10.596659732783579,2.413231613081109,32.0,0,32.0,0,2,4000,0,83.3,0,17.09,1024.0,0,Moderate Risk,8.294299608857235,1.0986122886681098,0,debt_consolidation,individual,5000,178.49,17.09
7904,10.0,AL,MORTGAGE,52000.0,Source Verified,11.05,7.96,0,other,10.859018228147887,2.489064659936664,78.0,2,129.0,3,0,5400,6,95.8,0,7.96,6084.0,1,Low Risk,8.594339400592892,0.0,0,debt_consolidation,joint,12000,375.82,7.96
7905,10.0,NE,RENT,55000.0,Verified,13.99,7.97,1,other,10.915106645867503,2.7073833121145063,119.0,0,129.0,2,3,9400,0,100.0,2,7.97,14161.0,1,Perfect,9.148571345578551,1.3862943611198906,1,debt_consolidation,joint,10000,313.23,7.97
7906,3.0,FL,MORTGAGE,60000.0,Not Verified,17.75,9.43,0,FL,11.002116507732017,2.9311937524164198,29.0,1,75.0,4,5,12900,3,82.1,0,9.43,841.0,0,Moderate Risk,9.465060106725137,1.791759469228055,0,debt_consolidation,individual,12000,384.01,9.43
7907,10.0,TN,MORTGAGE,80000.0,Source Verified,8.91,26.77,0,other,11.289794413577894,2.2935443483418965,119.0,3,129.0,3,5,13000,1,100.0,0,26.77,14161.0,1,Perfect,9.472781556562168,1.791759469228055,0,home_improvement,individual,30000,911.95,26.77
7908,10.0,IL,RENT,48000.0,Verified,10.7,5.31,1,IL,10.778977123006351,2.4595888418037104,119.0,1,129.0,2,4,34700,0,100.0,0,5.31,14161.0,1,Perfect,10.454523783963511,1.6094379124341003,0,credit_card,individual,20000,602.21,5.31
7909,10.0,NJ,OWN,70000.0,Source Verified,3.21,9.43,0,NJ,11.156264806643742,1.43746264769429,119.0,0,129.0,3,5,97400,0,100.0,0,9.43,14161.0,1,Perfect,11.486591756518374,1.791759469228055,0,debt_consolidation,joint,12000,251.62,9.43
7910,10.0,IL,MORTGAGE,115000.0,Verified,27.72,6.07,0,IL,11.652696102959753,3.3575937441800234,119.0,0,129.0,1,3,89500,4,100.0,0,6.07,14161.0,1,Perfect,11.402005077384885,1.3862943611198906,0,debt_consolidation,individual,40000,1218.15,6.07
7911,10.0,CT,RENT,140000.0,Source Verified,9.89,12.62,1,other,11.849404844423074,2.387844936944869,49.0,0,49.0,2,5,38400,2,95.8,0,12.62,2401.0,0,Low Risk,10.555838779903407,1.791759469228055,0,debt_consolidation,individual,40000,902.37,12.62
7912,2.0,VA,RENT,45000.0,Not Verified,4.99,13.59,1,other,10.714439990727769,1.7900914121273581,119.0,0,129.0,2,3,15000,0,100.0,0,13.59,14161.0,1,Perfect,9.61587214452889,1.3862943611198906,0,credit_card,individual,6400,217.47,13.59
7913,3.0,TX,RENT,65000.0,Source Verified,28.97,7.96,1,TX,11.082157933374816,3.4001968813285717,49.0,4,129.0,16,5,50800,1,98.2,0,7.96,2401.0,1,Low Risk,10.835671318412196,1.791759469228055,0,credit_card,individual,8000,250.55,7.96
7914,5.0,PA,MORTGAGE,77049.16,Not Verified,14.75,14.08,0,other,11.252211917319759,2.7568403652716422,18.0,3,25.0,3,5,11900,5,85.0,0,14.08,324.0,0,Moderate Risk,9.38437770918244,1.791759469228055,0,home_improvement,individual,2000,68.44,14.08
7915,10.0,MO,MORTGAGE,186000.0,Source Verified,26.3,13.58,0,other,12.133507329024972,3.3068867021909143,119.0,2,129.0,5,10,53515,8,100.0,0,13.58,14161.0,1,Perfect,10.88773595359351,2.3978952727983707,0,debt_consolidation,individual,30000,691.54,13.58
7916,3.0,NY,RENT,20000.0,Source Verified,33.85,21.45,1,NY,9.90353755128617,3.551053137206533,119.0,0,129.0,2,0,3000,0,100.0,0,21.45,14161.0,1,Perfect,8.006700845440367,0.0,0,major_purchase,individual,10900,297.65,21.45
7917,6.0,WV,OWN,15599.0,Verified,10.08,13.58,0,other,9.655026193237628,2.405141681319138,62.0,0,75.0,1,2,3300,1,70.0,0,13.58,3844.0,0,High Risk,8.101980731853192,1.0986122886681098,0,debt_consolidation,individual,4000,135.9,13.58
7918,2.0,PA,RENT,125000.0,Verified,15.62,19.03,1,other,11.736077016252437,2.810606789427302,17.0,0,129.0,2,2,22200,0,93.8,0,19.03,289.0,1,Moderate Risk,10.007892611890918,1.0986122886681098,0,credit_card,individual,6500,238.37,19.03
7919,5.0,NY,RENT,44000.0,Not Verified,23.51,7.96,1,NY,10.691967639914864,3.1990811975400213,119.0,0,129.0,1,2,11600,0,100.0,0,7.96,14161.0,1,Perfect,9.358846580275406,1.0986122886681098,0,credit_card,individual,10500,328.84,7.96
7920,9.0,NY,MORTGAGE,126000.0,Source Verified,36.98,7.96,0,NY,11.744045122410057,3.63705970538414,24.0,5,58.0,11,10,88400,2,95.9,0,7.96,576.0,0,Low Risk,11.389638560778947,2.3978952727983707,0,debt_consolidation,joint,12000,375.82,7.96
7921,6.0,CT,RENT,33000.0,Source Verified,7.89,6.72,1,other,10.404293143019792,2.1849270495258133,119.0,0,129.0,1,3,7100,0,100.0,1,6.72,14161.0,1,Perfect,8.867990898182093,1.3862943611198906,1,major_purchase,individual,2000,61.5,6.72
7922,6.0,NJ,OWN,190000.0,Not Verified,9.79,18.45,0,NJ,12.154784614286667,2.378619779270043,6.0,2,129.0,4,9,60400,2,81.8,0,18.45,36.0,1,Moderate Risk,11.008760940077243,2.302585092994046,0,credit_card,individual,10000,256.39,18.45
7923,10.0,SC,MORTGAGE,92942.0,Not Verified,6.0,11.98,0,other,11.439741681007623,1.9459101490553132,20.0,0,129.0,2,4,34300,3,95.5,0,11.98,400.0,1,Low Risk,10.442929787247998,1.6094379124341003,0,debt_consolidation,individual,28500,633.68,11.98
7924,1.0,CA,RENT,29000.0,Source Verified,23.59,17.09,1,CA,10.275085591132715,3.202339856228101,30.0,0,129.0,3,1,10000,0,100.0,0,17.09,900.0,1,Perfect,9.210440366976517,0.6931471805599453,0,debt_consolidation,joint,24000,856.75,17.09
7925,2.0,NJ,MORTGAGE,55000.0,Source Verified,23.14,9.44,0,NJ,10.915106645867503,3.1838702156693857,4.0,0,13.0,0,2,16500,2,33.3,0,9.44,16.0,0,High Risk,9.711176264112805,1.0986122886681098,0,home_improvement,joint,5000,160.03,9.44
7926,10.0,FL,MORTGAGE,76000.0,Verified,11.08,7.34,0,FL,11.23850177707664,2.4915511925066687,25.0,0,129.0,3,0,14000,1,91.7,0,7.34,625.0,1,Moderate Risk,9.546884034617925,0.0,0,other,individual,28000,868.92,7.34
7927,2.0,IL,MORTGAGE,61500.0,Verified,11.4,11.98,0,IL,11.026808713825016,2.517696472610991,119.0,0,129.0,7,2,5000,3,100.0,0,11.98,14161.0,1,Perfect,8.517393171418904,1.0986122886681098,0,home_improvement,individual,19725,654.97,11.98
7928,6.0,CA,RENT,92465.0,Not Verified,12.94,19.03,1,CA,11.434596288363432,2.6347624053323777,31.0,2,77.0,11,7,6400,0,91.7,1,19.03,961.0,0,Moderate Risk,8.764209507142004,2.0794415416798357,1,credit_card,individual,7000,256.7,19.03
7929,6.0,GA,RENT,66000.0,Verified,32.84,9.92,1,GA,11.097425172408931,3.521643534738023,52.0,1,52.0,11,2,11800,2,94.3,0,9.92,2704.0,0,Moderate Risk,9.375939552625749,1.0986122886681098,0,debt_consolidation,individual,12000,386.76,9.92
7930,2.0,TN,OWN,35000.0,Verified,17.5,20.0,0,other,10.463131911491967,2.917770732084279,19.0,3,39.0,1,2,3500,0,57.9,0,20.0,361.0,0,High Risk,8.160803920954665,1.0986122886681098,0,debt_consolidation,individual,12000,317.93,20.0
7931,10.0,FL,RENT,119216.0,Not Verified,23.91,7.34,1,FL,11.68870064089415,3.215269329274089,119.0,1,129.0,2,7,79900,2,100.0,0,7.34,14161.0,1,Perfect,11.288543647320601,2.0794415416798357,0,credit_card,individual,20000,399.25,7.34
7932,3.0,FL,RENT,54000.0,Not Verified,22.82,7.97,1,FL,10.896757843893464,3.170525563927154,72.0,7,72.0,4,4,14500,0,95.2,0,7.97,5184.0,0,Low Risk,9.581972891547895,1.6094379124341003,0,debt_consolidation,individual,11200,350.82,7.97
7933,5.0,NV,MORTGAGE,117000.0,Not Verified,14.57,9.44,0,other,11.669937760751914,2.745345985845907,119.0,0,129.0,6,5,29300,2,100.0,0,9.44,14161.0,1,Perfect,10.285376924115587,1.791759469228055,0,home_improvement,individual,1700,54.41,9.44
7934,10.0,MI,MORTGAGE,205000.0,Source Verified,3.81,5.32,0,other,12.230770136157428,1.57069708411767,119.0,3,129.0,7,1,63100,3,100.0,0,5.32,14161.0,1,Perfect,11.052491896264268,0.6931471805599453,0,major_purchase,individual,40000,1204.6,5.32
7935,5.0,NY,RENT,65000.0,Not Verified,8.57,15.05,1,NY,11.082157933374816,2.258633205464863,12.0,4,129.0,11,3,12900,0,96.9,0,15.05,144.0,1,Low Risk,9.465060106725137,1.3862943611198906,0,debt_consolidation,individual,10000,346.9,15.05
7936,10.0,MI,OWN,65000.0,Not Verified,25.15,19.03,0,other,11.082157933374816,3.263849190510932,74.0,1,74.0,7,6,35200,2,71.0,0,19.03,5476.0,0,High Risk,10.468829770273567,1.9459101490553132,0,credit_card,individual,20000,519.15,19.03
7937,10.0,CA,MORTGAGE,72612.0,Verified,12.38,12.62,0,CA,11.192899248143839,2.5937610547000824,23.0,2,76.0,10,3,10600,1,82.6,0,12.62,529.0,0,Moderate Risk,9.268703615273097,1.3862943611198906,0,debt_consolidation,individual,9600,321.71,12.62
7938,10.0,IL,MORTGAGE,190000.0,Verified,15.97,5.32,0,IL,12.154784614286667,2.831447079246135,6.0,0,129.0,1,6,71400,9,87.0,0,5.32,36.0,1,Moderate Risk,11.17606715383184,1.9459101490553132,0,credit_card,individual,28000,843.22,5.32
7939,2.0,UT,MORTGAGE,76000.0,Not Verified,35.73,6.72,0,other,11.23850177707664,3.6035938598315758,119.0,0,129.0,6,6,68300,4,100.0,0,6.72,14161.0,1,Perfect,11.131679686740132,1.9459101490553132,0,debt_consolidation,individual,15000,461.24,6.72
7940,8.0,NJ,MORTGAGE,60000.0,Source Verified,6.96,5.32,0,NJ,11.002116507732017,2.0744289998562917,119.0,0,129.0,3,5,35900,1,100.0,0,5.32,14161.0,1,Perfect,10.488520429241627,1.791759469228055,0,debt_consolidation,individual,20000,602.3,5.32
7941,2.0,AZ,OWN,30000.0,Source Verified,13.36,11.99,0,other,10.308985993422082,2.664446563620078,18.0,2,129.0,1,3,25100,1,73.1,0,11.99,324.0,1,High Risk,10.130662964963708,1.3862943611198906,0,debt_consolidation,individual,15000,498.15,11.99
7942,7.0,NC,MORTGAGE,240000.0,Verified,15.64,12.61,0,other,12.388398368982115,2.8118094353930627,119.0,1,129.0,4,5,63600,5,100.0,0,12.61,14161.0,1,Perfect,11.060384472475045,1.791759469228055,0,credit_card,individual,40000,902.16,12.61
7944,10.0,FL,MORTGAGE,91100.0,Source Verified,10.7,11.99,0,FL,11.419724060136211,2.4595888418037104,119.0,1,129.0,5,2,17400,3,100.0,0,11.99,14161.0,1,Perfect,9.76428295481558,1.0986122886681098,0,credit_card,individual,20000,444.79,11.99
7945,5.0,TX,RENT,58000.0,Not Verified,27.29,16.02,1,TX,10.968215530759236,3.342508385313476,25.0,0,65.0,7,1,3300,0,84.2,0,16.02,625.0,0,Moderate Risk,8.101980731853192,0.6931471805599453,0,debt_consolidation,individual,25000,608.22,16.02
7946,3.0,FL,RENT,25000.0,Not Verified,29.81,15.05,1,FL,10.12667110305036,3.4278393126085764,119.0,3,129.0,5,2,4000,0,100.0,0,15.05,14161.0,1,Perfect,8.294299608857235,1.0986122886681098,0,debt_consolidation,individual,8400,291.4,15.05
7947,10.0,MO,MORTGAGE,24538.0,Verified,74.85,13.59,0,other,10.108018967638357,4.328757705794541,119.0,0,129.0,7,5,14900,2,100.0,0,13.59,14161.0,1,Perfect,9.60918360377546,1.791759469228055,0,debt_consolidation,joint,10000,339.79,13.59
7948,3.0,OH,MORTGAGE,75000.0,Verified,15.84,11.98,0,OH,11.225256725762893,2.8237570088141806,119.0,2,129.0,9,5,25800,2,100.0,0,11.98,14161.0,1,Perfect,10.158168529848494,1.791759469228055,0,credit_card,individual,7000,232.44,11.98
7949,8.0,KS,MORTGAGE,68000.0,Source Verified,7.45,15.05,0,other,11.127277689932466,2.134166441369082,64.0,0,129.0,0,3,24500,4,75.0,0,15.05,4096.0,1,High Risk,10.106469212026385,1.3862943611198906,0,credit_card,individual,28000,666.86,15.05
7950,10.0,AL,OWN,51000.0,Source Verified,19.13,18.45,0,other,10.839600519357369,3.0022112396517002,57.0,7,57.0,15,2,1800,0,82.8,0,18.45,3249.0,0,Moderate Risk,7.496097345175956,1.0986122886681098,0,debt_consolidation,individual,5200,189.17,18.45
7951,10.0,OH,MORTGAGE,70000.0,Source Verified,31.49,15.04,0,OH,11.156264806643742,3.4809323496810087,119.0,3,129.0,10,3,16500,1,100.0,0,15.04,14161.0,1,Perfect,9.711176264112805,1.3862943611198906,0,debt_consolidation,individual,20000,476.22,15.04
7952,10.0,MD,MORTGAGE,79982.0,Source Verified,6.9,15.04,0,other,11.289569391074695,2.066862759472976,78.0,3,129.0,5,2,13100,2,88.9,0,15.04,6084.0,1,Moderate Risk,9.48044384215367,1.0986122886681098,0,debt_consolidation,individual,30000,714.33,15.04
7953,2.0,NJ,MORTGAGE,210000.0,Source Verified,22.26,7.35,0,NJ,12.25486757159303,3.1467351470905185,119.0,0,129.0,4,4,54100,2,100.0,0,7.35,14161.0,1,Perfect,10.898607948952096,1.6094379124341003,0,credit_card,individual,16000,496.6,7.35
7954,5.0,FL,RENT,103000.0,Not Verified,11.92,9.44,1,FL,11.542493975902508,2.558776498354456,66.0,0,129.0,2,2,10000,0,95.5,0,9.44,4356.0,1,Low Risk,9.210440366976517,1.0986122886681098,0,credit_card,individual,18000,576.09,9.44
7955,10.0,IN,MORTGAGE,90000.0,Source Verified,14.56,16.02,0,other,11.407576060361786,2.7447035187502458,64.0,0,129.0,1,1,5000,2,92.3,0,16.02,4096.0,1,Moderate Risk,8.517393171418904,0.6931471805599453,0,debt_consolidation,joint,21000,510.91,16.02
