,months_since_last_delinq,inquiries_last_12m,months_since_90d_late,accounts_opened_24m,num_active_debit_accounts,total_debit_limit,num_mort_accounts,account_never_delinq_percent,public_record_bankrupt,interest_rate,square_months_since_last_delinq,never_late_payment,delinq_risk_category,log_total_debit_limit,log_num_active_debit_accounts,has_bankruptcy
6954,119.0,1,129.0,0,4,17300,0,100.0,0,17.47,14161.0,1,Perfect,9.758519582283522,1.6094379124341003,0
6955,119.0,0,129.0,1,3,26900,0,100.0,0,9.43,14161.0,1,Perfect,10.199918739620157,1.3862943611198906,0
6956,119.0,2,129.0,2,3,46500,0,100.0,0,11.98,14161.0,1,Perfect,10.747229096720554,1.3862943611198906,0
6957,119.0,3,129.0,6,5,129000,4,100.0,0,5.32,14161.0,1,Perfect,11.767575435251748,1.791759469228055,0
6958,119.0,0,129.0,5,3,16800,0,100.0,1,18.06,14161.0,1,Perfect,9.729193687429403,1.3862943611198906,1
6959,119.0,0,129.0,4,6,22600,1,100.0,0,7.96,14161.0,1,Perfect,10.025749432069084,1.9459101490553132,0
6960,119.0,1,129.0,1,0,0,3,100.0,0,7.35,14161.0,1,Perfect,0.0,0.0,0
6961,75.0,0,129.0,2,4,28400,1,93.3,0,9.43,5625.0,1,Moderate Risk,10.254179634797001,1.6094379124341003,0
6962,35.0,6,129.0,5,5,35500,0,100.0,0,11.99,1225.0,1,Perfect,10.477316144080852,1.791759469228055,0
6963,119.0,2,129.0,2,5,32300,0,100.0,0,6.08,14161.0,1,Perfect,10.382853468483827,1.791759469228055,0
6964,119.0,11,129.0,10,6,42800,0,100.0,0,21.45,14161.0,1,Perfect,10.664316745782925,1.9459101490553132,0
6965,119.0,0,129.0,2,2,7500,1,100.0,1,9.44,14161.0,1,Perfect,8.922791623969637,1.0986122886681098,1
6966,119.0,4,129.0,6,5,52900,3,100.0,1,14.08,14161.0,1,Perfect,10.876177521259402,1.791759469228055,1
6967,119.0,0,129.0,5,4,39800,0,100.0,0,9.92,14161.0,1,Perfect,10.591647316585027,1.6094379124341003,0
6968,11.0,1,28.0,4,4,39700,2,95.2,1,9.43,121.0,0,Low Risk,10.589131655274922,1.6094379124341003,1
6969,119.0,3,129.0,10,6,26300,1,100.0,0,15.05,14161.0,1,Perfect,10.177362240256695,1.9459101490553132,0
6970,6.0,8,6.0,9,3,9500,1,93.8,1,15.05,36.0,0,Moderate Risk,9.15915233520675,1.3862943611198906,1
6971,24.0,0,129.0,3,2,56000,6,91.3,0,5.31,576.0,1,Moderate Risk,10.933124826700707,1.0986122886681098,0
6972,119.0,1,129.0,4,8,19400,0,100.0,0,16.01,14161.0,1,Perfect,9.873079890114703,2.1972245773362196,0
6973,5.0,1,5.0,1,0,1000,2,83.3,0,11.99,25.0,0,Moderate Risk,6.90875477931522,0.0,0
6974,9.0,3,9.0,4,1,33800,0,95.7,0,12.61,81.0,0,Low Risk,10.428245666832275,0.6931471805599453,0
6975,23.0,2,23.0,6,1,7200,2,95.5,0,16.02,529.0,0,Low Risk,8.881975184248867,0.6931471805599453,0
6976,119.0,1,129.0,2,1,3400,0,100.0,0,12.62,14161.0,1,Perfect,8.131824785007195,0.6931471805599453,0
6977,119.0,1,129.0,1,3,5400,2,100.0,1,19.03,14161.0,1,Perfect,8.594339400592892,1.3862943611198906,1
6978,119.0,2,129.0,2,6,35000,3,100.0,0,11.99,14161.0,1,Perfect,10.463131911491967,1.9459101490553132,0
6979,119.0,0,129.0,3,1,5900,2,100.0,0,11.99,14161.0,1,Perfect,8.682877107057168,0.6931471805599453,0
6980,27.0,1,63.0,0,5,7700,0,71.4,0,15.05,729.0,0,High Risk,8.94910546953925,1.791759469228055,0
6981,119.0,1,129.0,3,4,78100,6,100.0,0,7.35,14161.0,1,Perfect,11.265758139843117,1.6094379124341003,0
6982,78.0,1,78.0,2,0,0,0,85.7,0,19.03,6084.0,0,Moderate Risk,0.0,0.0,0
6983,51.0,3,51.0,6,3,33800,5,85.7,0,6.72,2601.0,0,Moderate Risk,10.428245666832275,1.3862943611198906,0
6984,13.0,1,13.0,3,0,0,5,87.1,0,11.98,169.0,0,Moderate Risk,0.0,0.0,0
6985,119.0,2,129.0,7,7,18800,0,100.0,0,19.42,14161.0,1,Perfect,9.841665338892785,2.0794415416798357,0
6986,76.0,8,78.0,13,7,21600,2,100.0,0,12.61,5776.0,0,Perfect,9.980494888896912,2.0794415416798357,0
6987,59.0,2,85.0,9,4,12100,2,94.1,0,14.07,3481.0,0,Moderate Risk,9.401043372798053,1.6094379124341003,0
6988,60.0,4,129.0,3,2,16700,1,95.0,0,12.62,3600.0,1,Moderate Risk,9.723223876851618,1.0986122886681098,0
6989,38.0,5,129.0,9,2,15600,0,98.1,1,19.03,1444.0,1,Low Risk,9.65509029374725,1.0986122886681098,1
6990,43.0,1,44.0,4,0,0,0,86.2,0,15.05,1849.0,0,Moderate Risk,0.0,0.0,0
6991,32.0,2,129.0,6,4,57400,3,96.4,0,10.91,1024.0,1,Low Risk,10.957817003758691,1.6094379124341003,0
6992,119.0,0,129.0,3,4,9400,0,100.0,0,9.44,14161.0,1,Perfect,9.148571345578551,1.6094379124341003,0
6993,119.0,7,129.0,7,4,16100,2,100.0,1,9.43,14161.0,1,Perfect,9.686636660844938,1.6094379124341003,1
6994,40.0,2,40.0,7,5,8600,2,100.0,1,14.07,1600.0,0,Perfect,9.059633754551479,1.791759469228055,1
6995,7.0,2,74.0,2,0,0,2,83.3,0,13.59,49.0,0,Moderate Risk,0.0,0.0,0
6996,119.0,1,129.0,3,6,34350,0,100.0,0,10.91,14161.0,1,Perfect,10.444386409308262,1.9459101490553132,0
6997,119.0,0,129.0,2,4,6500,0,100.0,0,11.98,14161.0,1,Perfect,8.77971129020447,1.6094379124341003,0
6998,119.0,9,129.0,2,1,12300,0,100.0,0,16.02,14161.0,1,Perfect,9.417435838868785,0.6931471805599453,0
6999,24.0,2,24.0,5,4,6200,1,94.1,0,10.41,576.0,0,Moderate Risk,8.732465848349879,1.6094379124341003,0
7000,119.0,4,129.0,12,6,67800,7,100.0,0,7.35,14161.0,1,Perfect,11.124332223082254,1.9459101490553132,0
7001,119.0,2,129.0,6,5,30800,1,100.0,0,30.79,14161.0,1,Perfect,10.335302435967074,1.791759469228055,0
7002,2.0,3,129.0,7,7,53110,0,96.0,0,10.42,4.0,1,Low Risk,10.880139342084975,2.0794415416798357,0
7003,81.0,1,81.0,5,3,20300,2,95.2,1,13.59,6561.0,0,Low Risk,9.918425424900335,1.3862943611198906,1
7004,119.0,0,129.0,2,3,4800,0,100.0,0,25.81,14161.0,1,Perfect,8.476579508530941,1.3862943611198906,0
7005,25.0,0,12.0,1,2,17000,0,80.0,0,10.42,625.0,0,High Risk,9.741027444837728,1.0986122886681098,0
7006,119.0,0,129.0,2,1,87100,3,100.0,0,5.31,14161.0,1,Perfect,11.374823643830945,0.6931471805599453,0
7007,119.0,2,129.0,4,6,59500,2,100.0,0,9.93,14161.0,1,Perfect,10.993748398115178,1.9459101490553132,0
7008,43.0,3,43.0,10,4,47700,5,75.9,0,10.91,1849.0,0,High Risk,10.77270764101727,1.6094379124341003,0
7009,119.0,2,129.0,3,3,40200,0,100.0,0,6.08,14161.0,1,Perfect,10.601647149919609,1.3862943611198906,0
7010,119.0,2,129.0,2,1,12100,0,100.0,0,7.96,14161.0,1,Perfect,9.401043372798053,0.6931471805599453,0
7011,64.0,1,64.0,3,6,30300,0,100.0,0,10.42,4096.0,0,Perfect,10.318935994253193,1.9459101490553132,0
7012,119.0,0,129.0,1,1,2000,0,50.0,0,9.44,14161.0,1,High Risk,7.601402334583733,0.6931471805599453,0
7013,35.0,8,35.0,11,2,64000,1,82.2,0,6.08,1225.0,0,Moderate Risk,11.06665398721974,1.0986122886681098,0
7014,79.0,2,79.0,5,3,9800,0,96.2,0,13.59,6241.0,0,Low Risk,9.19023970026918,1.3862943611198906,0
7015,119.0,4,129.0,8,5,20300,3,100.0,0,16.01,14161.0,1,Perfect,9.918425424900335,1.791759469228055,0
7016,119.0,8,129.0,10,4,15200,0,100.0,0,13.59,14161.0,1,Perfect,9.62911649414402,1.6094379124341003,0
7017,119.0,1,129.0,2,0,10500,3,100.0,0,5.32,14161.0,1,Perfect,9.259225769705994,0.0,0
7018,119.0,0,129.0,7,2,35000,2,100.0,0,6.71,14161.0,1,Perfect,10.463131911491967,1.0986122886681098,0
7019,119.0,0,129.0,4,4,25000,0,100.0,1,7.35,14161.0,1,Perfect,10.12667110305036,1.6094379124341003,1
7020,7.0,1,43.0,2,1,5800,4,56.0,0,10.42,49.0,0,High Risk,8.665785595466064,0.6931471805599453,0
7021,119.0,2,129.0,2,2,11600,3,100.0,0,12.62,14161.0,1,Perfect,9.358846580275406,1.0986122886681098,0
7022,119.0,1,129.0,4,2,12700,0,100.0,1,19.03,14161.0,1,Perfect,9.44943600950432,1.0986122886681098,1
7023,119.0,0,129.0,2,5,23500,2,100.0,0,19.03,14161.0,1,Perfect,10.064798252418377,1.791759469228055,0
7024,64.0,1,129.0,1,2,11200,5,91.7,0,7.34,4096.0,1,Moderate Risk,9.32375833901174,1.0986122886681098,0
7025,119.0,0,129.0,1,3,43800,3,100.0,0,6.72,14161.0,1,Perfect,10.687411927154141,1.3862943611198906,0
7026,119.0,0,129.0,2,2,3000,0,100.0,0,11.98,14161.0,1,Perfect,8.006700845440367,1.0986122886681098,0
7027,28.0,4,28.0,3,3,16000,0,91.7,0,10.41,784.0,0,Moderate Risk,9.680406499268875,1.3862943611198906,0
7028,119.0,3,129.0,7,4,149000,3,100.0,0,18.06,14161.0,1,Perfect,11.91170829631447,1.6094379124341003,0
7029,5.0,0,24.0,2,3,4000,4,62.9,0,13.59,25.0,0,High Risk,8.294299608857235,1.3862943611198906,0
7030,119.0,2,129.0,1,3,18700,0,100.0,0,18.45,14161.0,1,Perfect,9.83633227734872,1.3862943611198906,0
7031,119.0,0,129.0,3,2,24300,0,100.0,0,7.34,14161.0,1,Perfect,10.098272780745283,1.0986122886681098,0
7032,9.0,0,129.0,0,2,4000,0,80.0,0,15.05,81.0,1,High Risk,8.294299608857235,1.0986122886681098,0
7033,119.0,3,129.0,4,1,14500,0,100.0,0,20.39,14161.0,1,Perfect,9.581972891547895,0.6931471805599453,0
7034,119.0,0,129.0,4,3,30700,0,100.0,0,10.91,14161.0,1,Perfect,10.332050506334692,1.3862943611198906,0
7035,119.0,4,129.0,6,1,5400,1,100.0,0,7.35,14161.0,1,Perfect,8.594339400592892,0.6931471805599453,0
7036,45.0,2,129.0,9,1,13600,2,94.1,0,11.99,2025.0,1,Moderate Risk,9.517898598432753,0.6931471805599453,0
7037,119.0,0,129.0,3,3,48700,0,100.0,0,7.34,14161.0,1,Perfect,10.793454842740767,1.3862943611198906,0
7038,31.0,2,129.0,6,5,25000,0,92.3,0,13.59,961.0,1,Moderate Risk,10.12667110305036,1.791759469228055,0
7039,119.0,2,129.0,13,5,17300,0,100.0,0,15.04,14161.0,1,Perfect,9.758519582283522,1.791759469228055,0
7040,119.0,0,63.0,5,3,3911,0,100.0,0,17.09,14161.0,0,Perfect,8.271804031154709,1.3862943611198906,0
7041,119.0,1,129.0,4,2,4700,1,100.0,1,9.92,14161.0,1,Perfect,8.45553053102413,1.0986122886681098,1
7042,119.0,3,129.0,3,2,23800,0,100.0,0,6.71,14161.0,1,Perfect,10.077482875583607,1.0986122886681098,0
7043,119.0,2,35.0,5,6,11850,1,100.0,0,17.09,14161.0,0,Perfect,9.380167531188448,1.9459101490553132,0
7044,119.0,3,129.0,4,2,15200,0,100.0,0,10.42,14161.0,1,Perfect,9.62911649414402,1.0986122886681098,0
7045,119.0,1,129.0,2,3,33900,5,100.0,0,9.44,14161.0,1,Perfect,10.431199791458543,1.3862943611198906,0
7046,119.0,1,129.0,1,1,700,0,100.0,0,10.9,14161.0,1,Perfect,6.55250788703459,0.6931471805599453,0
7047,119.0,0,129.0,3,2,30500,2,100.0,0,9.43,14161.0,1,Perfect,10.32551474894327,1.0986122886681098,0
7048,32.0,0,74.0,2,1,500,2,77.8,0,9.44,1024.0,0,High Risk,6.2166061010848646,0.6931471805599453,0
7049,119.0,1,129.0,3,4,53500,7,100.0,0,9.92,14161.0,1,Perfect,10.887455624298198,1.6094379124341003,0
7050,35.0,1,129.0,4,2,28000,0,95.7,0,26.77,1225.0,1,Low Risk,10.239995502805316,1.0986122886681098,0
7051,33.0,2,59.0,2,6,42100,6,90.9,0,19.03,1089.0,0,Moderate Risk,10.647826772357497,1.9459101490553132,0
7052,119.0,5,129.0,3,5,9600,1,100.0,0,12.62,14161.0,1,Perfect,9.169622538697624,1.791759469228055,0
7053,119.0,1,129.0,3,0,5000,6,100.0,0,12.61,14161.0,1,Perfect,8.517393171418904,0.0,0
7054,119.0,3,129.0,3,4,20700,5,100.0,0,6.72,14161.0,1,Perfect,9.937937287265354,1.6094379124341003,0
7055,119.0,1,129.0,4,6,35300,0,100.0,0,9.43,14161.0,1,Perfect,10.471666571132038,1.9459101490553132,0
7056,43.0,2,75.0,6,3,11300,0,85.7,0,15.04,1849.0,0,Moderate Risk,9.332646496360152,1.3862943611198906,0
7057,62.0,3,129.0,4,4,14000,3,97.9,0,12.61,3844.0,1,Low Risk,9.546884034617925,1.6094379124341003,0
7058,119.0,0,129.0,4,3,11800,2,100.0,0,11.99,14161.0,1,Perfect,9.375939552625749,1.3862943611198906,0
7059,119.0,9,129.0,6,5,18700,2,100.0,0,11.98,14161.0,1,Perfect,9.83633227734872,1.791759469228055,0
7060,119.0,2,129.0,2,4,52700,2,100.0,0,7.35,14161.0,1,Perfect,10.872389709681492,1.6094379124341003,0
7061,8.0,0,8.0,1,2,6300,0,77.8,0,21.85,64.0,0,High Risk,8.748463629942055,1.0986122886681098,0
7062,119.0,0,129.0,3,6,55200,2,100.0,1,6.08,14161.0,1,Perfect,10.918736348043124,1.9459101490553132,1
7063,4.0,1,129.0,3,2,28500,2,94.4,0,11.99,16.0,1,Moderate Risk,10.25769445336048,1.0986122886681098,0
7064,119.0,0,129.0,2,3,16500,0,100.0,0,7.35,14161.0,1,Perfect,9.711176264112805,1.3862943611198906,0
7065,119.0,3,129.0,11,6,26200,2,100.0,1,7.96,14161.0,1,Perfect,10.173552856959743,1.9459101490553132,1
7066,119.0,1,129.0,4,4,42400,4,100.0,0,10.42,14161.0,1,Perfect,10.65492722584759,1.6094379124341003,0
7067,119.0,0,129.0,0,2,10500,3,100.0,0,6.08,14161.0,1,Perfect,9.259225769705994,1.0986122886681098,0
7068,119.0,1,129.0,1,0,0,0,100.0,0,11.98,14161.0,1,Perfect,0.0,0.0,0
7069,119.0,1,129.0,5,3,25000,1,100.0,0,28.72,14161.0,1,Perfect,10.12667110305036,1.3862943611198906,0
7070,119.0,3,129.0,5,2,1900,0,100.0,0,20.0,14161.0,1,Perfect,7.550135342488429,1.0986122886681098,0
7071,41.0,4,129.0,2,1,9400,0,90.0,0,9.44,1681.0,1,Moderate Risk,9.148571345578551,0.6931471805599453,0
7072,119.0,3,129.0,7,6,37800,2,100.0,0,13.59,14161.0,1,Perfect,10.540090836284206,1.9459101490553132,0
7073,119.0,4,129.0,7,2,15000,3,100.0,0,12.61,14161.0,1,Perfect,9.61587214452889,1.0986122886681098,0
7074,119.0,9,129.0,12,5,132400,1,100.0,0,9.44,14161.0,1,Perfect,11.793590475326612,1.791759469228055,0
7075,57.0,0,129.0,0,3,12500,0,90.9,0,16.01,3249.0,1,Moderate Risk,9.433563920090563,1.3862943611198906,0
7076,119.0,1,129.0,5,3,22200,3,100.0,1,21.85,14161.0,1,Perfect,10.007892611890918,1.3862943611198906,1
7077,119.0,0,129.0,2,5,33500,2,100.0,0,23.88,14161.0,1,Perfect,10.419330568113901,1.791759469228055,0
7078,119.0,3,129.0,4,9,51100,4,100.0,0,13.59,14161.0,1,Perfect,10.841559345471941,2.302585092994046,0
7079,11.0,1,11.0,1,2,5100,3,88.9,0,9.44,121.0,0,Moderate Risk,8.537191877922927,1.0986122886681098,0
7080,61.0,1,129.0,2,2,18000,0,96.8,0,12.62,3721.0,1,Low Risk,9.798182590890704,1.0986122886681098,0
7081,119.0,0,129.0,2,3,61400,1,100.0,0,7.34,14161.0,1,Perfect,11.02518140064756,1.3862943611198906,0
7082,119.0,0,129.0,2,5,47900,0,100.0,1,9.44,14161.0,1,Perfect,10.776891660007811,1.791759469228055,1
7083,119.0,3,129.0,2,1,30000,1,100.0,0,9.44,14161.0,1,Perfect,10.308985993422082,0.6931471805599453,0
7084,66.0,2,129.0,4,3,14500,2,91.7,0,5.31,4356.0,1,Moderate Risk,9.581972891547895,1.3862943611198906,0
7085,119.0,0,129.0,1,2,24000,0,100.0,0,10.42,14161.0,1,Perfect,10.085850775128717,1.0986122886681098,0
7086,119.0,5,129.0,8,2,12500,4,100.0,0,6.72,14161.0,1,Perfect,9.433563920090563,1.0986122886681098,0
7087,119.0,0,129.0,3,5,19000,3,100.0,0,9.44,14161.0,1,Perfect,9.852246888342531,1.791759469228055,0
7088,119.0,2,129.0,2,3,14900,0,100.0,0,9.44,14161.0,1,Perfect,9.60918360377546,1.3862943611198906,0
7089,119.0,1,129.0,2,0,0,0,100.0,0,9.93,14161.0,1,Perfect,0.0,0.0,0
7090,7.0,3,129.0,4,4,35500,3,92.3,0,7.96,49.0,1,Moderate Risk,10.477316144080852,1.6094379124341003,0
7091,28.0,0,129.0,5,2,10500,1,95.3,0,7.97,784.0,1,Low Risk,9.259225769705994,1.0986122886681098,0
7092,9.0,3,129.0,2,1,4500,0,80.0,1,23.87,81.0,1,High Risk,8.412054873292933,0.6931471805599453,1
7093,119.0,2,129.0,7,6,57600,2,100.0,0,9.92,14161.0,1,Perfect,10.961295207644392,1.9459101490553132,0
7094,37.0,1,37.0,7,4,7300,0,91.7,0,20.39,1369.0,0,Moderate Risk,8.895766604056085,1.6094379124341003,0
7095,59.0,1,129.0,1,2,11600,0,100.0,1,9.43,3481.0,1,Perfect,9.358846580275406,1.0986122886681098,1
7096,119.0,0,129.0,0,4,90000,2,100.0,0,7.35,14161.0,1,Perfect,11.407576060361786,1.6094379124341003,0
7097,7.0,0,129.0,1,4,37500,0,95.8,0,11.98,49.0,1,Low Risk,10.53212287826962,1.6094379124341003,0
7098,65.0,6,65.0,8,6,29200,2,92.3,0,9.93,4225.0,0,Moderate Risk,10.281958234245314,1.9459101490553132,0
7099,119.0,6,129.0,7,2,12600,0,100.0,1,13.59,14161.0,1,Perfect,9.441531454869693,1.0986122886681098,1
7100,30.0,2,30.0,3,1,6000,2,83.3,0,21.45,900.0,0,Moderate Risk,8.699681400989514,0.6931471805599453,0
7101,46.0,1,46.0,8,6,41300,1,97.0,1,10.91,2116.0,0,Low Risk,10.628641991731053,1.9459101490553132,1
7102,119.0,1,129.0,3,4,22400,0,100.0,0,14.07,14161.0,1,Perfect,10.016860879703811,1.6094379124341003,0
7103,8.0,3,129.0,3,3,23000,0,95.7,0,9.43,64.0,1,Low Risk,10.043292972227004,1.3862943611198906,0
7104,8.0,0,129.0,1,2,22400,3,75.0,0,14.08,64.0,1,High Risk,10.016860879703811,1.0986122886681098,0
7105,119.0,0,129.0,4,2,42900,7,100.0,0,5.31,14161.0,1,Perfect,10.666650414667744,1.0986122886681098,0
7106,119.0,0,129.0,1,4,5200,1,100.0,0,12.62,14161.0,1,Perfect,8.556606193773073,1.6094379124341003,0
7107,14.0,0,129.0,9,3,79900,4,94.7,0,9.44,196.0,1,Moderate Risk,11.288543647320601,1.3862943611198906,0
7108,20.0,2,20.0,10,7,22200,0,92.9,0,23.88,400.0,0,Moderate Risk,10.007892611890918,2.0794415416798357,0
7109,24.0,2,129.0,5,6,178100,2,100.0,0,6.07,576.0,1,Perfect,12.090106084085123,1.9459101490553132,0
7110,45.0,2,45.0,1,2,20900,3,92.3,0,14.08,2025.0,0,Moderate Risk,9.94755228369823,1.0986122886681098,0
7111,13.0,0,129.0,3,2,4200,1,80.0,1,14.08,169.0,1,High Risk,8.343077871169383,1.0986122886681098,1
7112,119.0,0,129.0,3,4,18000,0,100.0,0,7.35,14161.0,1,Perfect,9.798182590890704,1.6094379124341003,0
7113,119.0,2,129.0,10,9,25800,0,100.0,0,6.07,14161.0,1,Perfect,10.158168529848494,2.302585092994046,0
7114,119.0,0,129.0,2,1,15800,0,100.0,0,9.44,14161.0,1,Perfect,9.6678285081515,0.6931471805599453,0
7115,69.0,2,18.0,6,8,22100,3,96.0,0,17.47,4761.0,0,Low Risk,10.003378135350923,2.1972245773362196,0
7116,119.0,0,129.0,6,8,42500,0,100.0,0,12.62,14161.0,1,Perfect,10.657282884047461,2.1972245773362196,0
7117,119.0,2,129.0,7,11,36600,1,100.0,0,10.42,14161.0,1,Perfect,10.50783084142058,2.4849066497880004,0
7118,73.0,1,73.0,4,9,71400,0,96.4,0,9.44,5329.0,0,Low Risk,11.17606715383184,2.302585092994046,0
7119,75.0,4,129.0,5,3,25700,2,95.7,0,11.98,5625.0,1,Low Risk,10.154285180632154,1.3862943611198906,0
7120,119.0,0,129.0,0,2,13600,0,100.0,0,6.07,14161.0,1,Perfect,9.517898598432753,1.0986122886681098,0
7121,119.0,0,129.0,2,12,94600,0,100.0,0,14.08,14161.0,1,Perfect,11.457423325808623,2.5649493574615367,0
7122,46.0,1,58.0,2,7,13200,1,69.2,0,10.91,2116.0,0,High Risk,9.488047863280759,2.0794415416798357,0
7123,119.0,0,129.0,0,2,12000,0,100.0,0,10.42,14161.0,1,Perfect,9.392745258631441,1.0986122886681098,0
7124,50.0,0,57.0,2,3,7800,1,100.0,0,14.07,2500.0,0,Perfect,8.962007209588313,1.3862943611198906,0
7125,119.0,0,129.0,7,12,44800,4,100.0,0,6.72,14161.0,1,Perfect,10.709985739582528,2.5649493574615367,0
7126,14.0,0,39.0,1,3,9600,0,68.8,0,12.62,196.0,0,High Risk,9.169622538697624,1.3862943611198906,0
7127,49.0,1,129.0,3,2,36900,1,93.3,0,6.72,2401.0,1,Moderate Risk,10.515993929932415,1.0986122886681098,0
7128,61.0,1,61.0,7,4,15700,2,100.0,0,6.08,3721.0,0,Perfect,9.661479683575521,1.6094379124341003,0
7129,44.0,4,129.0,4,4,19700,3,97.9,0,19.03,1936.0,1,Low Risk,9.888424674859083,1.6094379124341003,0
7130,27.0,6,129.0,6,4,15000,0,98.8,0,16.02,729.0,1,Low Risk,9.61587214452889,1.6094379124341003,0
7131,26.0,0,129.0,1,3,22400,0,90.9,0,20.0,676.0,1,Moderate Risk,10.016860879703811,1.3862943611198906,0
7132,11.0,0,129.0,2,2,4000,0,87.5,0,20.0,121.0,1,Moderate Risk,8.294299608857235,1.0986122886681098,0
7133,60.0,11,60.0,9,3,9900,0,85.0,0,21.85,3600.0,0,Moderate Risk,9.200391041122515,1.3862943611198906,0
7134,119.0,0,129.0,0,1,21000,0,100.0,0,6.08,14161.0,1,Perfect,9.952325334619427,0.6931471805599453,0
7135,48.0,0,48.0,1,1,7000,0,66.7,0,9.93,2304.0,0,High Risk,8.853808274977197,0.6931471805599453,0
7136,22.0,0,68.0,0,4,20100,2,70.0,0,7.96,484.0,0,High Risk,9.908524844053396,1.6094379124341003,0
7137,20.0,3,20.0,4,3,19300,3,96.9,0,9.93,400.0,0,Low Risk,9.867912187022208,1.3862943611198906,0
7138,119.0,1,129.0,2,1,8000,0,100.0,0,7.34,14161.0,1,Perfect,8.987321812850125,0.6931471805599453,0
7139,52.0,5,52.0,3,5,45100,2,95.7,0,5.31,2704.0,0,Low Risk,10.716659698193956,1.791759469228055,0
7140,34.0,2,34.0,3,3,10200,0,92.3,0,16.01,1156.0,0,Moderate Risk,9.23024103368252,1.3862943611198906,0
7141,119.0,3,129.0,7,1,9300,0,100.0,0,14.08,14161.0,1,Perfect,9.137877200242468,0.6931471805599453,0
7142,119.0,1,129.0,4,2,4800,0,100.0,1,15.04,14161.0,1,Perfect,8.476579508530941,1.0986122886681098,1
7143,119.0,0,129.0,3,6,27500,0,100.0,0,16.02,14161.0,1,Perfect,10.221977646629885,1.9459101490553132,0
7144,119.0,4,129.0,4,1,8000,1,94.4,0,7.97,14161.0,1,Moderate Risk,8.987321812850125,0.6931471805599453,0
7145,119.0,2,129.0,3,1,78800,0,100.0,0,7.97,14161.0,1,Perfect,11.274680966120778,0.6931471805599453,0
7146,119.0,2,129.0,3,8,101000,1,100.0,0,6.72,14161.0,1,Perfect,11.522885696764481,2.1972245773362196,0
7147,119.0,2,129.0,3,5,61800,2,100.0,0,12.62,14161.0,1,Perfect,11.031674824544641,1.791759469228055,0
7148,27.0,14,29.0,11,7,20600,3,96.7,0,23.87,729.0,0,Low Risk,9.933094897288786,2.0794415416798357,0
7149,36.0,3,65.0,10,5,19900,2,90.9,0,15.04,1296.0,0,Moderate Risk,9.898525260706313,1.791759469228055,0
7150,119.0,3,129.0,9,5,17900,1,100.0,1,9.44,14161.0,1,Perfect,9.792611856190192,1.791759469228055,1
7151,119.0,1,129.0,5,8,39200,0,100.0,0,10.91,14161.0,1,Perfect,10.576457535657255,2.1972245773362196,0
7152,119.0,1,129.0,3,2,2000,0,100.0,0,24.84,14161.0,1,Perfect,7.601402334583733,1.0986122886681098,0
7153,119.0,0,129.0,2,2,16800,0,100.0,0,10.41,14161.0,1,Perfect,9.729193687429403,1.0986122886681098,0
7154,119.0,1,129.0,3,2,22000,2,100.0,0,7.35,14161.0,1,Perfect,9.99884318585288,1.0986122886681098,0
7155,58.0,5,58.0,6,3,11000,0,89.5,0,18.45,3364.0,0,Moderate Risk,9.305741456739435,1.3862943611198906,0
7156,30.0,1,30.0,5,2,9500,2,100.0,0,10.41,900.0,0,Perfect,9.15915233520675,1.0986122886681098,0
7157,119.0,0,129.0,0,5,10100,0,100.0,0,18.45,14161.0,1,Perfect,9.220389707829185,1.791759469228055,0
7158,119.0,2,129.0,10,3,72600,0,100.0,0,11.99,14161.0,1,Perfect,11.192733974822708,1.3862943611198906,0
7159,10.0,3,129.0,3,0,0,5,96.6,0,9.92,100.0,1,Low Risk,0.0,0.0,0
7160,72.0,2,129.0,8,4,36200,0,95.7,0,10.42,5184.0,1,Low Risk,10.49684202174171,1.6094379124341003,0
7161,40.0,0,41.0,6,5,28600,0,70.6,0,16.01,1600.0,0,High Risk,10.261196961231647,1.791759469228055,0
7162,56.0,2,129.0,8,5,10300,1,91.3,0,28.72,3136.0,1,Moderate Risk,9.239996256883693,1.791759469228055,0
7163,119.0,2,129.0,4,3,80800,3,100.0,0,5.32,14161.0,1,Perfect,11.299744620670225,1.3862943611198906,0
7164,8.0,1,8.0,2,2,28900,1,71.4,0,14.07,64.0,0,High Risk,10.27163147557801,1.0986122886681098,0
7165,37.0,0,37.0,4,2,19600,0,53.8,0,7.97,1369.0,0,High Risk,9.883335864325275,1.0986122886681098,0
7166,119.0,2,129.0,7,9,74500,2,100.0,0,5.32,14161.0,1,Perfect,11.218567827096358,2.302585092994046,0
7167,26.0,4,28.0,0,3,9600,0,73.1,0,20.39,676.0,0,High Risk,9.169622538697624,1.3862943611198906,0
7168,119.0,2,129.0,4,1,7100,0,100.0,0,10.41,14161.0,1,Perfect,8.867990898182093,0.6931471805599453,0
7169,119.0,3,129.0,5,3,45800,0,100.0,0,9.44,14161.0,1,Perfect,10.732061203925053,1.3862943611198906,0
7170,119.0,0,129.0,0,4,11000,0,100.0,0,10.42,14161.0,1,Perfect,9.305741456739435,1.6094379124341003,0
7171,26.0,1,129.0,1,3,22800,4,94.7,0,6.72,676.0,1,Moderate Risk,10.034559673629849,1.3862943611198906,0
7172,12.0,5,129.0,6,3,12200,1,92.9,0,13.59,144.0,1,Moderate Risk,9.409273194575334,1.3862943611198906,0
